id,name,css
"rollestontextsemi","Rolleston Text Semi","Rolleston Text Semi, system-ui, -apple-system, sans-serif"
"rollestontitle","Rolleston Title","Rolleston Title, system-ui, -apple-system, sans-serif"
"rollestontitleextra","Rolleston Title Extra","Rolleston Title Extra, system-ui, -apple-system, sans-serif"
"rollestontitlesemi","Rolleston Title Semi","Rolleston Title Semi, system-ui, -apple-system, sans-serif"
"rubik","Rubik","Rubik, system-ui, -apple-system, sans-serif"
"russia","Russia","Russia, system-ui, -apple-system, sans-serif"
"russianfontsrfdewi","Russian Fonts RF Dewi","Russian Fonts RF Dewi, system-ui, -apple-system, sans-serif"
"russianfontsrfdewicondensed","Russian Fonts RF Dewi Condensed","Russian Fonts RF Dewi Condensed, system-ui, -apple-system, sans-serif"
"russianfontsrfdewiexpanded","Russian Fonts RF Dewi Expanded","Russian Fonts RF Dewi Expanded, system-ui, -apple-system, sans-serif"
"russianfontsrfdewiextended","Russian Fonts RF Dewi Extended","Russian Fonts RF Dewi Extended, system-ui, -apple-system, sans-serif"
"russianfontsrfrufo","Russian Fonts RFRufo","Russian Fonts RFRufo, system-ui, -apple-system, sans-serif"
"saboncyr","Sabon Cyr","Sabon Cyr, system-ui, -apple-system, sans-serif"
"saboncyrroman","Sabon Cyr Roman","Sabon Cyr Roman, system-ui, -apple-system, sans-serif"
"sansation","Sansation","Sansation, system-ui, -apple-system, sans-serif"
"schusssanspcg","Schuss Sans PCG","Schuss Sans PCG, system-ui, -apple-system, sans-serif"
"scientia","Scientia","Scientia, system-ui, -apple-system, sans-serif"
"segoeui","Segoe UI","Segoe UI, system-ui, -apple-system, sans-serif"
"seropro","Sero Pro","Sero Pro, system-ui, -apple-system, sans-serif"
"sfcompactdisplay","SF Compact Display","SF Compact Display, system-ui, -apple-system, sans-serif"
"sfcompactrounded","SF Compact Rounded","SF Compact Rounded, system-ui, -apple-system, sans-serif"
"sfcompacttext","SF Compact Text","SF Compact Text, system-ui, -apple-system, sans-serif"
"sfprodisplay","SF Pro Display","SF Pro Display, system-ui, -apple-system, sans-serif"
"sfprorounded","SF Pro Rounded","SF Pro Rounded, system-ui, -apple-system, sans-serif"
"sfprotext","SF Pro Text","SF Pro Text, system-ui, -apple-system, sans-serif"
"sherupro","Sheru Pro","Sheru Pro, system-ui, -apple-system, sans-serif"
"signa","Signa","Signa, system-ui, -apple-system, sans-serif"
"signawextra","Signa W Extra","Signa W Extra, system-ui, -apple-system, sans-serif"
"singel","Singel","Singel, system-ui, -apple-system, sans-serif"
"singelbook","Singel Book","Singel Book, system-ui, -apple-system, sans-serif"
"singelsemi","Singel Semi","Singel Semi, system-ui, -apple-system, sans-serif"
"skemaprodisplay","Skema Pro Display","Skema Pro Display, system-ui, -apple-system, sans-serif"
"skiff","Skiff","Skiff, system-ui, -apple-system, sans-serif"
"skodapro","Skoda Pro","Skoda Pro, system-ui, -apple-system, sans-serif"
"sofiapro","Sofia Pro","Sofia Pro, system-ui, -apple-system, sans-serif"
"solomonsans","Solomon Sans","Solomon Sans, system-ui, -apple-system, sans-serif"
"solomonsansbook","Solomon Sans Book","Solomon Sans Book, system-ui, -apple-system, sans-serif"
"solomonsansnormal","Solomon Sans Normal","Solomon Sans Normal, system-ui, -apple-system, sans-serif"
"sourceserifpro","Source Serif Pro","Source Serif Pro, system-ui, -apple-system, sans-serif"
"souses","Souses","Souses, system-ui, -apple-system, sans-serif"
"spectral","Spectral","Spectral, system-ui, -apple-system, sans-serif"
"squad","Squad","Squad, system-ui, -apple-system, sans-serif"
"sst","SST","SST, system-ui, -apple-system, sans-serif"
"sstroman","SST Roman","SST Roman, system-ui, -apple-system, sans-serif"
"stag","Stag","Stag, system-ui, -apple-system, sans-serif"
"stagsans","Stag Sans","Stag Sans, system-ui, -apple-system, sans-serif"
"stem","Stem","Stem, system-ui, -apple-system, sans-serif"
"stratoslcweb","Stratos LCWeb","Stratos LCWeb, system-ui, -apple-system, sans-serif"
"studiogothic","Studio Gothic","Studio Gothic, system-ui, -apple-system, sans-serif"
"studiogothicfat","Studio Gothic Fat","Studio Gothic Fat, system-ui, -apple-system, sans-serif"
"studiosans","Studio Sans","Studio Sans, system-ui, -apple-system, sans-serif"
"studiosansextra","Studio Sans Extra","Studio Sans Extra, system-ui, -apple-system, sans-serif"
"styreneaweb","Styrene AWeb","Styrene AWeb, system-ui, -apple-system, sans-serif"
"summerfont","Summer Font","Summer Font, system-ui, -apple-system, sans-serif"
"summerrine","Summerrine","Summerrine, system-ui, -apple-system, sans-serif"
"sybillapro","Sybilla Pro","Sybilla Pro, system-ui, -apple-system, sans-serif"
"sybillaproboldit","Sybilla Pro Bold It","Sybilla Pro Bold It, system-ui, -apple-system, sans-serif"
"sybillaprobook","Sybilla Pro Book","Sybilla Pro Book, system-ui, -apple-system, sans-serif"
"sybillaprobookit","Sybilla Pro Book It","Sybilla Pro Book It, system-ui, -apple-system, sans-serif"
"sybillaprocondensed","Sybilla Pro Condensed","Sybilla Pro Condensed, system-ui, -apple-system, sans-serif"
"sybillaprocondensedboldit","Sybilla Pro Condensed Bold It","Sybilla Pro Condensed Bold It, system-ui, -apple-system, sans-serif"
"sybillaprocondensedbook","Sybilla Pro Condensed Book","Sybilla Pro Condensed Book, system-ui, -apple-system, sans-serif"
"sybillaprocondensedbookit","Sybilla Pro Condensed Book It","Sybilla Pro Condensed Book It, system-ui, -apple-system, sans-serif"
"sybillaprocondensedheavyit","Sybilla Pro Condensed Heavy It","Sybilla Pro Condensed Heavy It, system-ui, -apple-system, sans-serif"
"sybillaprocondensedmediumit","Sybilla Pro Condensed Medium It","Sybilla Pro Condensed Medium It, system-ui, -apple-system, sans-serif"
"sybillaprocondensedregularit","Sybilla Pro Condensed Regular It","Sybilla Pro Condensed Regular It, system-ui, -apple-system, sans-serif"
"sybillaproheavyit","Sybilla Pro Heavy It","Sybilla Pro Heavy It, system-ui, -apple-system, sans-serif"
"sybillapromediumit","Sybilla Pro Medium It","Sybilla Pro Medium It, system-ui, -apple-system, sans-serif"
"sybillapronarrow","Sybilla Pro Narrow","Sybilla Pro Narrow, system-ui, -apple-system, sans-serif"
"sybillapronarrowboldit","Sybilla Pro Narrow Bold It","Sybilla Pro Narrow Bold It, system-ui, -apple-system, sans-serif"
"sybillapronarrowbook","Sybilla Pro Narrow Book","Sybilla Pro Narrow Book, system-ui, -apple-system, sans-serif"
"sybillapronarrowbookit","Sybilla Pro Narrow Book It","Sybilla Pro Narrow Book It, system-ui, -apple-system, sans-serif"
"sybillapronarrowheavyit","Sybilla Pro Narrow Heavy It","Sybilla Pro Narrow Heavy It, system-ui, -apple-system, sans-serif"
"sybillapronarrowmediumit","Sybilla Pro Narrow Medium It","Sybilla Pro Narrow Medium It, system-ui, -apple-system, sans-serif"
"sybillapronarrowregularit","Sybilla Pro Narrow Regular It","Sybilla Pro Narrow Regular It, system-ui, -apple-system, sans-serif"
"sybillaproregularit","Sybilla Pro Regular It","Sybilla Pro Regular It, system-ui, -apple-system, sans-serif"
"texgyrepagella","texgyrepagella","texgyrepagella, system-ui, -apple-system, sans-serif"
"thenorthernblockltdstolzl","The Northern Block Ltd Stolzl","The Northern Block Ltd Stolzl, system-ui, -apple-system, sans-serif"
"thenorthernblockltdstolzlbook","The Northern Block Ltd Stolzl Book","The Northern Block Ltd Stolzl Book, system-ui, -apple-system, sans-serif"
"tinos","Tinos","Tinos, system-ui, -apple-system, sans-serif"
"tisasanspro","Tisa Sans Pro","Tisa Sans Pro, system-ui, -apple-system, sans-serif"
"todaysansnowcy","Today Sans Now CY","Today Sans Now CY, system-ui, -apple-system, sans-serif"
"trolalatcyr","Trola Lat Cyr","Trola Lat Cyr, system-ui, -apple-system, sans-serif"
"truegothcyr","Truegothcyr","Truegothcyr, system-ui, -apple-system, sans-serif"
"truthcyr","Truth CYR","Truth CYR, system-ui, -apple-system, sans-serif"
"truthcyrultra","Truth CYR Ultra","Truth CYR Ultra, system-ui, -apple-system, sans-serif"
"tryvesterbro","TRYVesterbro","TRYVesterbro, system-ui, -apple-system, sans-serif"
"tryvesterbroposter","TRYVesterbro Poster","TRYVesterbro Poster, system-ui, -apple-system, sans-serif"
"ttbarrels","TT Barrels","TT Barrels, system-ui, -apple-system, sans-serif"
"ttbluescreens","TT BLUESCREENS","TT BLUESCREENS, system-ui, -apple-system, sans-serif"
"ttcommons","TT Commons","TT Commons, system-ui, -apple-system, sans-serif"
"tthoves","TT Hoves","TT Hoves, system-ui, -apple-system, sans-serif"
"tthoveshairline","TT Hoves Hairline","TT Hoves Hairline, system-ui, -apple-system, sans-serif"
"ttinterfaces","TT Interfaces","TT Interfaces, system-ui, -apple-system, sans-serif"
"ttinterfacesextra","TT Interfaces Extra","TT Interfaces Extra, system-ui, -apple-system, sans-serif"
"ttjenevers","TT Jenevers","TT Jenevers, system-ui, -apple-system, sans-serif"
"ttknickerbockersgrotesk","TT Knickerbockers Grotesk","TT Knickerbockers Grotesk, system-ui, -apple-system, sans-serif"
"ttloveliesscript","TT Lovelies Script","TT Lovelies Script, system-ui, -apple-system, sans-serif"
"ttmilks","TT Milks","TT Milks, system-ui, -apple-system, sans-serif"
"ttmoons","TT Moons","TT Moons, system-ui, -apple-system, sans-serif"
"ttnooks","TT Nooks","TT Nooks, system-ui, -apple-system, sans-serif"
"ttnooksscript","TT Nooks Script","TT Nooks Script, system-ui, -apple-system, sans-serif"
"ttpolls","TT Polls","TT Polls, system-ui, -apple-system, sans-serif"
"ttpollsscript","TT Polls Script","TT Polls Script, system-ui, -apple-system, sans-serif"
"ttsevers","TT Severs","TT Severs, system-ui, -apple-system, sans-serif"
"ttsupermolot","TT Supermolot","TT Supermolot, system-ui, -apple-system, sans-serif"
"ttteds","TT Teds","TT Teds, system-ui, -apple-system, sans-serif"
"tttedshairline","TT Teds Hairline","TT Teds Hairline, system-ui, -apple-system, sans-serif"
"ttwellingtons","TT Wellingtons","TT Wellingtons, system-ui, -apple-system, sans-serif"
"ttchocolates","TTChocolates","TTChocolates, system-ui, -apple-system, sans-serif"
"ttcorals","TTCorals","TTCorals, system-ui, -apple-system, sans-serif"
"ttdrugs","TTDrugs","TTDrugs, system-ui, -apple-system, sans-serif"
"ttfirsneue","TTFirs Neue","TTFirs Neue, system-ui, -apple-system, sans-serif"
"ttlakes","TTLakes","TTLakes, system-ui, -apple-system, sans-serif"
"ttlakescompressed","TTLakes Compressed","TTLakes Compressed, system-ui, -apple-system, sans-serif"
"ttlakescondensed","TTLakes Condensed","TTLakes Condensed, system-ui, -apple-system, sans-serif"
"ttmussels","TTMussels","TTMussels, system-ui, -apple-system, sans-serif"
"ttmusselsstencil","TTMussels Stencil","TTMussels Stencil, system-ui, -apple-system, sans-serif"
"ttmusselsstencildembdita","TTMussels Stencil Dem Bd Ita","TTMussels Stencil Dem Bd Ita, system-ui, -apple-system, sans-serif"
"ttmusselsstencilextbdita","TTMussels Stencil Ext Bd Ita","TTMussels Stencil Ext Bd Ita, system-ui, -apple-system, sans-serif"
"ttmusselsstencilextltita","TTMussels Stencil Ext Lt Ita","TTMussels Stencil Ext Lt Ita, system-ui, -apple-system, sans-serif"
"ttnorms","TTNorms","TTNorms, system-ui, -apple-system, sans-serif"
"ttsmalls","TTSmalls","TTSmalls, system-ui, -apple-system, sans-serif"
"tttricks","TTTricks","TTTricks, system-ui, -apple-system, sans-serif"
"tttricksstencil","TTTricks Stencil","TTTricks Stencil, system-ui, -apple-system, sans-serif"
"tttricksstencildembdita","TTTricks Stencil Dem Bd Ita","TTTricks Stencil Dem Bd Ita, system-ui, -apple-system, sans-serif"
"tttricksstencilextbdita","TTTricks Stencil Ext Bd Ita","TTTricks Stencil Ext Bd Ita, system-ui, -apple-system, sans-serif"
"typedepotmoreno","Typedepot Moreno","Typedepot Moreno, system-ui, -apple-system, sans-serif"
"typedepotmorenorough","Typedepot Moreno Rough","Typedepot Moreno Rough, system-ui, -apple-system, sans-serif"
"typedepotmorenoroughtwo","Typedepot Moreno Rough Two","Typedepot Moreno Rough Two, system-ui, -apple-system, sans-serif"
"typedepotmorenorust","Typedepot Moreno Rust","Typedepot Moreno Rust, system-ui, -apple-system, sans-serif"
"typedepotmorenorusttwo","Typedepot Moreno Rust Two","Typedepot Moreno Rust Two, system-ui, -apple-system, sans-serif"
"ubuntu","Ubuntu","Ubuntu, system-ui, -apple-system, sans-serif"
"ubuntumono","Ubuntu Mono","Ubuntu Mono, system-ui, -apple-system, sans-serif"
"uefasupercup","UEFASupercup","UEFASupercup, system-ui, -apple-system, sans-serif"
"ultimapro","Ultima Pro","Ultima Pro, system-ui, -apple-system, sans-serif"
"ultimaprolt","Ultima Pro Lt","Ultima Pro Lt, system-ui, -apple-system, sans-serif"
"unisans","Uni Sans","Uni Sans, system-ui, -apple-system, sans-serif"
"unisansbook","Uni Sans Book","Uni Sans Book, system-ui, -apple-system, sans-serif"
"unisansheavycaps","Uni Sans Heavy CAPS","Uni Sans Heavy CAPS, system-ui, -apple-system, sans-serif"
"uninsta","Uninsta","Uninsta, system-ui, -apple-system, sans-serif"
"uninstademi","Uninsta Demi","Uninsta Demi, system-ui, -apple-system, sans-serif"
"uninstaextra","Uninsta Extra","Uninsta Extra, system-ui, -apple-system, sans-serif"
"uninstanormal","Uninsta Normal","Uninsta Normal, system-ui, -apple-system, sans-serif"
"unitslabpro","Unit Slab Pro","Unit Slab Pro, system-ui, -apple-system, sans-serif"
"unitslabpromedi","Unit Slab Pro Medi","Unit Slab Pro Medi, system-ui, -apple-system, sans-serif"
"unitslabproultra","Unit Slab Pro Ultra","Unit Slab Pro Ultra, system-ui, -apple-system, sans-serif"
"univiapro","Univia Pro","Univia Pro, system-ui, -apple-system, sans-serif"
"univiaprobook","Univia Pro Book","Univia Pro Book, system-ui, -apple-system, sans-serif"
"univiaproultra","Univia Pro Ultra","Univia Pro Ultra, system-ui, -apple-system, sans-serif"
"urfa","Urfa","Urfa, system-ui, -apple-system, sans-serif"
"urfabook","Urfa Book","Urfa Book, system-ui, -apple-system, sans-serif"
"urwgeometric","URWGeometric","URWGeometric, system-ui, -apple-system, sans-serif"
"utily","Utily","Utily, system-ui, -apple-system, sans-serif"
"utilyblackit","Utily Black It","Utily Black It, system-ui, -apple-system, sans-serif"
"utilyboldit","Utily Bold It","Utily Bold It, system-ui, -apple-system, sans-serif"
"utilymediumit","Utily Medium It","Utily Medium It, system-ui, -apple-system, sans-serif"
"utilyregularit","Utily Regular It","Utily Regular It, system-ui, -apple-system, sans-serif"
"valuesanspro","Value Sans Pro","Value Sans Pro, system-ui, -apple-system, sans-serif"
"verdanapro","Verdana Pro","Verdana Pro, system-ui, -apple-system, sans-serif"
"verdanaprocond","Verdana Pro Cond","Verdana Pro Cond, system-ui, -apple-system, sans-serif"
"vetka","Vetka","Vetka, system-ui, -apple-system, sans-serif"
"vinsanspro","Vin Sans Pro","Vin Sans Pro, system-ui, -apple-system, sans-serif"
"visbycf","Visby CF","Visby CF, system-ui, -apple-system, sans-serif"
"visbycfboldoblique","Visby CF Bold Oblique","Visby CF Bold Oblique, system-ui, -apple-system, sans-serif"
"visbycfdemiboldoblique","Visby CF Demi Bold Oblique","Visby CF Demi Bold Oblique, system-ui, -apple-system, sans-serif"
"visbycfextraboldoblique","Visby CF Extra Bold Oblique","Visby CF Extra Bold Oblique, system-ui, -apple-system, sans-serif"
"visbycfheavyoblique","Visby CF Heavy Oblique","Visby CF Heavy Oblique, system-ui, -apple-system, sans-serif"
"visbycfmediumoblique","Visby CF Medium Oblique","Visby CF Medium Oblique, system-ui, -apple-system, sans-serif"
"visueltpro","Visuelt Pro","Visuelt Pro, system-ui, -apple-system, sans-serif"
"vocal","Vocal","Vocal, system-ui, -apple-system, sans-serif"
"voguersans","Voguer Sans","Voguer Sans, system-ui, -apple-system, sans-serif"
"vollkorn","Vollkorn","Vollkorn, system-ui, -apple-system, sans-serif"
"vremena","Vremena","Vremena, system-ui, -apple-system, sans-serif"
"vremenabook","Vremena Book","Vremena Book, system-ui, -apple-system, sans-serif"
"walleye","Walleye","Walleye, system-ui, -apple-system, sans-serif"
"warnockpro","Warnock Pro","Warnock Pro, system-ui, -apple-system, sans-serif"
"warnockproboldcapt","Warnock Pro Bold Capt","Warnock Pro Bold Capt, system-ui, -apple-system, sans-serif"
"warnockprobolddisp","Warnock Pro Bold Disp","Warnock Pro Bold Disp, system-ui, -apple-system, sans-serif"
"warnockproboldit","Warnock Pro Bold It","Warnock Pro Bold It, system-ui, -apple-system, sans-serif"
"warnockprobolditcapt","Warnock Pro Bold It Capt","Warnock Pro Bold It Capt, system-ui, -apple-system, sans-serif"
"warnockprobolditdisp","Warnock Pro Bold It Disp","Warnock Pro Bold It Disp, system-ui, -apple-system, sans-serif"
"warnockprobolditsubh","Warnock Pro Bold It Subh","Warnock Pro Bold It Subh, system-ui, -apple-system, sans-serif"
"warnockproboldsubh","Warnock Pro Bold Subh","Warnock Pro Bold Subh, system-ui, -apple-system, sans-serif"
"warnockprocapt","Warnock Pro Capt","Warnock Pro Capt, system-ui, -apple-system, sans-serif"
"warnockprodisp","Warnock Pro Disp","Warnock Pro Disp, system-ui, -apple-system, sans-serif"
"warnockproit","Warnock Pro It","Warnock Pro It, system-ui, -apple-system, sans-serif"
"warnockproitcapt","Warnock Pro It Capt","Warnock Pro It Capt, system-ui, -apple-system, sans-serif"
"warnockproitdisp","Warnock Pro It Disp","Warnock Pro It Disp, system-ui, -apple-system, sans-serif"
"warnockproitsubh","Warnock Pro It Subh","Warnock Pro It Subh, system-ui, -apple-system, sans-serif"
"warnockprosemiboldcapt","Warnock Pro Semibold Capt","Warnock Pro Semibold Capt, system-ui, -apple-system, sans-serif"
"warnockprosemibolddisp","Warnock Pro Semibold Disp","Warnock Pro Semibold Disp, system-ui, -apple-system, sans-serif"
"warnockprosemiboldit","Warnock Pro Semibold It","Warnock Pro Semibold It, system-ui, -apple-system, sans-serif"
"warnockprosemibolditcapt","Warnock Pro Semibold It Capt","Warnock Pro Semibold It Capt, system-ui, -apple-system, sans-serif"
"warnockprosemibolditdisp","Warnock Pro Semibold It Disp","Warnock Pro Semibold It Disp, system-ui, -apple-system, sans-serif"
"warnockprosemibolditsubh","Warnock Pro Semibold It Subh","Warnock Pro Semibold It Subh, system-ui, -apple-system, sans-serif"
"warnockprosemiboldsubh","Warnock Pro Semibold Subh","Warnock Pro Semibold Subh, system-ui, -apple-system, sans-serif"
"warnockprosubh","Warnock Pro Subh","Warnock Pro Subh, system-ui, -apple-system, sans-serif"
"webnar","Webnar","Webnar, system-ui, -apple-system, sans-serif"
"webnardemi","Webnar Demi","Webnar Demi, system-ui, -apple-system, sans-serif"
"xxiicentar","XXIICentar","XXIICentar, system-ui, -apple-system, sans-serif"
"xxiicentarblackit","XXIICentar Black It","XXIICentar Black It, system-ui, -apple-system, sans-serif"
"xxiicentarboldit","XXIICentar Bold It","XXIICentar Bold It, system-ui, -apple-system, sans-serif"
"xxiicentarheavyit","XXIICentar Heavy It","XXIICentar Heavy It, system-ui, -apple-system, sans-serif"
"xxiicentarmediumit","XXIICentar Medium It","XXIICentar Medium It, system-ui, -apple-system, sans-serif"
"xxiicentarregularit","XXIICentar Regular It","XXIICentar Regular It, system-ui, -apple-system, sans-serif"
"yandexsansdisplay","Yandex Sans Display","Yandex Sans Display, system-ui, -apple-system, sans-serif"
"yandexsanstext","Yandex Sans Text","Yandex Sans Text, system-ui, -apple-system, sans-serif"
"yanonekaffeesatz","Yanone Kaffeesatz","Yanone Kaffeesatz, system-ui, -apple-system, sans-serif"
"yellowpeas","Yellow Peas","Yellow Peas, system-ui, -apple-system, sans-serif"
"yotadigit","Yota Digit","Yota Digit, system-ui, -apple-system, sans-serif"
"youtubesans","You Tube Sans","You Tube Sans, system-ui, -apple-system, sans-serif"
"youtubesansdark","You Tube Sans Dark","You Tube Sans Dark, system-ui, -apple-system, sans-serif"
"zetafontsaristotelicatext","Zetafonts Aristotelica Text","Zetafonts Aristotelica Text, system-ui, -apple-system, sans-serif"
"zetafontsaristotelicatexthairline","Zetafonts Aristotelica Text Hairline","Zetafonts Aristotelica Text Hairline, system-ui, -apple-system, sans-serif"
"zetafontscocogothic","Zetafonts Coco Gothic","Zetafonts Coco Gothic, system-ui, -apple-system, sans-serif"
"zetafontscocogothicalternate","Zetafonts Coco Gothic Alternate","Zetafonts Coco Gothic Alternate, system-ui, -apple-system, sans-serif"
"zetafontscocogothicalternatefat","Zetafonts Coco Gothic Alternate Fat","Zetafonts Coco Gothic Alternate Fat, system-ui, -apple-system, sans-serif"
"zetafontscocogothicalternateheavyita","Zetafonts Coco Gothic Alternate Heavy Ita","Zetafonts Coco Gothic Alternate Heavy Ita, system-ui, -apple-system, sans-serif"
"zetafontscocogothicfat","Zetafonts Coco Gothic Fat","Zetafonts Coco Gothic Fat, system-ui, -apple-system, sans-serif"
"zetafontscocogothicsmallcaps","Zetafonts Coco Gothic Small Caps","Zetafonts Coco Gothic Small Caps, system-ui, -apple-system, sans-serif"
"zetafontscocogothicsmallcapsboldita","Zetafonts Coco Gothic Small Caps Bold Ita","Zetafonts Coco Gothic Small Caps Bold Ita, system-ui, -apple-system, sans-serif"
"zetafontscocogothicsmallcapsextlt","Zetafonts Coco Gothic Small Caps Ext Lt","Zetafonts Coco Gothic Small Caps Ext Lt, system-ui, -apple-system, sans-serif"
"zetafontscocogothicsmallcapsextltita","Zetafonts Coco Gothic Small Caps Ext Lt Ita","Zetafonts Coco Gothic Small Caps Ext Lt Ita, system-ui, -apple-system, sans-serif"
"zetafontscocogothicsmallcapsfat","Zetafonts Coco Gothic Small Caps Fat","Zetafonts Coco Gothic Small Caps Fat, system-ui, -apple-system, sans-serif"
"mono","Monospace","ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, monospace"
